date,text,NumberLikes,NumberComments,NumberViews
2021-02-16,"Salted Caramel Brownie 🍫 that is GOOEY n moist 💦, Sweet n Salty 🧂. A RICH paleo brownie base made with almond flour topped my homemade caramel sauce, MORE chocolate and extra sea salt.. JUST hit the spot 💁🏻‍♀️.
.
Planning some recipe for April/May today 😳. Gonna need your help.. Hope everyone has a great Tuesday🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Almond flour, Cacao Powder
- Eggs
- Chocolate Of your choice (melted)
- Maple Syrup
- Coconut Cream
- Sea Salt 🧂
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.

https://shuangyskitchensink.com/paleo-salted-caramel-brownie/
.
.
#shuangyseats #paleodessert #saltedcaramel #grainfreebaking #glutenfreebaking #brownielovers #healthybrownies,Insaneee🙌🙌,Looks so so wonderful 😍,So good Shuangy 😍😍😍,Ooey gooey goodness 😍,you have me drooling boooo,Ok now I need some brownies!!!!,My mouth is watering! 🤤,❤️❤️,Woah okay 🔥🔥😍😍,@fresheatssss,Omg this looks 🔥,looks amazing!,YUM!,Holy moly 🙌,That’s dessert tonight!! 😍,I WANT !!,Yessss,😍,Sounds like brownie heaven💗😊,INSANE 🔥🙌🙌,Yummmm 😍,Wow,😍😍😍😍😍,Salted caramel is seriously my favorite thing! Only made better with sea salt.,",3887,267,0
2021-02-15,"38 weeks 🤰🏻almost ready to unload 🛻! I still can’t believe it’s almost time for our little man to make his grand entrance 🤯. Things I feel these days (REAL life talk) 👇🏼:
.
1. Woke up with no baby “Man, I made it another night! 💁🏻‍♀️”
2. How far of a walk can I do without needing to pee 🤔
3. My lower back hurts, LABOR is coming!! 💦
4. K guys.. He’s gonna be 2 weeks late 👶🏼. Forever waiting...
5. Let’s EAT all the dates (cervix softening, labor inducing)
6. JKKKK! Wait I’m not quite ready yet, hold on the dates 😳 and inducer pizza 🍕 .
7. What if my baby is too large and stuck in my Vag?!
...
Not gonna bore you with 99 random thoughts going through my head every day 😅. The unpredictable weeks ahead of us is EXCITING, nerve racking, and WE couldn’t be more ready! If you don’t hear from me... just wish me luck 🤰🏻.
.
Thank you again for all the sweet words, best wishes along this whole entire journey of our little family. Love you guys ❤️!
.
#shuangyseats #38weekspregnant #momtobe #pregnantbelly #pregnancyjourney #preggo #preggolife #babyontheway #pregnancyprobs #foodblogger #healthfoodie #cltfoodie,Wow 🤩 congrats girl!!!,So beautiful! So excited for you!,HAHAHA number 7 😂😂😂,Best of luck with your delivery!
Can’t wait to see!😍,ahh i can’t wait for you!!! 😍😍😍,Almost time 🙌so excited for you two!,You’ve got it babe !!,How exciting! You are glowing!,Only your belly has grown 😱. Well done 😍,Praying for the best 😍,Oh my gosh Shuang #7 😂😂,Absolutely stunning !!!❤️,Can’t wait for baby Shuangy!!,SO EXCITING,❤️❤️❤️so beautiful,Beautiful mama!!!😍 love watching your pregnancy and so excited for baby’s arrival!!!,Exciting 😍,Stunning babe ! All the best ❤️,oh my goodness you are GLOWING😍,What app do you use to track your pregnancy? ❤️,The cutest bump!,Just remember God is in control!! Your going to be ok the 1st baby is always the scaryist,!! How ever they have to deliver your 1st baby boy all that matters is he's healthy,!! Will pray for you 🙏🙏,Just beautiful!!!❤️,So excited for you!!,",2617,202,0
2021-02-15,"PB&J Oat Crumble Bars filled with creamy peanut 🥜 butta and sweet raspberry chia jam. This combo is Perfect for dessert or breakfast 💁🏻‍♀️, and it’s super easy to make. Celebrating Valentine’s Day 💕 with a batch over here.
.
Hope everyone has a sweet V(G)alentine’s Day 💘.
.
••••••••••••.
dEATs 👇🏼:
.
- Gluten Free oats
- Oat flour
- Peanut butter, coconut oil
- Maple Syrup
- Homemade Or store-bought jam/jelly
.
.
Full recipe and direction on my blog. Link in bio.
.

https://shuangyskitchensink.com/peanut-butter-oatmeal-bars-v-gf/
.
#shuangyseats #glutenfreerecipe #veganrecipes #vegandesserts #pbj,OMG best snack 😍 It couldn’t be more perfect babe❤️❤️,These bars look amazing. 🙌,Need 😍😍😍😍,10/10😍,I NEED THESE,Delicious 😍,Looks incredible 🤤,Oh my gosh yum 🙌,Yummmm,oh my I am in heaven ❤️,DREAMY👏👏,Need😍,Want to trade for some pops? 😜,Drool 🤤,Amazing 😍😍,looks delicious! 😍,😍😍😍,This looks amazing 😍,These look so so delicious! 😍😍,Yum,😍😍,Gimme gimme,Oh my gosh!! This looks incredible!,👑,",3961,214,0
2021-02-12,"Happy Chinese New Year 🧧! FINALLY sharing my ultimate comfort food - Chinese Chicken and Green Beans 🥢. As authentic as it gets, tender and juicy chicken, crispy green beans, soft 🥔 all in one pot - not sure if you can order it 🥡, but it’s SO easy to make at home, and so flavorful. This is my life saver this pregnancy 💁🏻‍♀️.
.
Missing my parents dumplings, but this will do for now 🥟Hope everyone has a great weekend ✨.
.

•••••••••••••.
dEATs 👇🏼:
.
- Chicken Breast or thighs
- Green Beans + potatoes 🥔
- Star anise
- soy sauce or coconut aminos
- Arrowroot flour (or corn starch)
- Serve with cauli rice for #whole30meals 
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story ”)
.

https://shuangyskitchensink.com/chinese-chicken-and-green-beans/
.
.
#shuangyseats #chinesefood #comfortfood #paleorecipes #glutenfreerecipes #chinesenewyear #lunarnewyear,This is delicious, Shuang ❤️,Thank you so much for making this!!!! We going to try to find the species and make it!,Herpes has been one of the most significant virus in the US now,and its spreading really fast,and the government are only producing medical drugs that can suppress it but rather keep on eliminating the African herbal doctors who were able to discover a way to completely cure the virus...I'm delighted to be finally cured of herpes 2 after i applied @dr_akhigbe_remedies1 herbal medication for just three weeks, he also have herbal remedies for chronic illnesses!!!,🙌🙌🙌,OMG,Such a good flavor combo 😍,This looks delish! Happy Chinese New Year ❤️,Yummmmmm!,😍,❤️,I want to celebrate with yooou! 😍 Your parents spread looked amazing but this does too 🤤,This looks soo good 😍😍,I can’t wait to make this!,Wowza! Happy new year!!,Happy Chinese New Year！luv you！！,This looks sooo flavorful 😍 happy Chinese New Year lovely ❤️,Happy lunar new year to you too!! ❤️ 👏,🔥Lovin’ these flavas,😍😍😍😍,Want this now!,🤤🤤🤤,Yum🤩,😍,What a delicious bowl,",1814,166,0
2021-02-11,"💕 Healthy-ish Chocolate Chip M&M Cookies 🍪 that are light, chewy and perfectly sweet for Valentine’s Day 🎁 . They are a little crispy golden brown on top and still Gooey in the middle, with a lil crunch from the M&Ms, 🤤 ya feel? They are also quick and easy, can be made Vegan and Paleo (just simply swap out the M&Ms 💁🏻‍♀️).
.
Happy Chinese NYE 🧧, FT the family then sharing some BOMB Asian dishes to celebrate🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Apple Sauce
- Maple Syrup 🍁 or #ketofriendly liquid sweetener
- Coconut oil
- Almond + Coconut Flour
- Coconut sugar
- Almond Butter (you can also use 🥜 butter)
.
.
Instruction 🎥 on my story 🤏🏼 FULL RECIPE on my blog, *LINK in bio ✨.
.

https://shuangyskitchensink.com/vegan-chocolate-chip-mm-cookies/
.
.
#shuangyseats #paleodessert #dessertforbreakfast #valentinesday2021 #valentinescookies #reelsfood
.
.
.
.

#healthyeating #goodmoodfood #healthyrecipes #healthydessert #dessertrecipe #dairyfreedessert #easyrecipes #healthyfood #healthydiet #cleaneating #glutenfree #healthysnack #veganrecipes #vegandessert #healthyvegan #glutenfreedessert #healthybreakfast #glutenfreevegan #healthylifestyle #veganfood #healthysnacks,Delicious 😍😍😍,😍😍,making these ASAP😋,OMG u had me at m and me 😮❤️,Mmmm cookies 👏🔥,Looks sooo delicious ❤️,okay YUMM😍,Ooh I want these 😍😍,The cutest cookies!! ❤️,Fabulous 😍😍,idk Valentine’s Day m&ms hit different 😂😍,Yummy!!😍,🔥Wow,oh my god, YUM!!,Oh yummm😍 need!!,They look so perfectly gooey!,YUMMY!!! 🤤🤤😍,👏👏👏 please receta en Español?,So yummy girl, I need to try asap 🔥,Want! #yummy.😋,❤️❤️,Love this 🔥🔥,😍😍😍,These cookies are too pretty,",1211,171,8896
2021-02-10,"Salted Caramel Chocolate Oatmeal topped with Caramelized banana 🍌 to start an OATstanding day. A COZY, Thick and Creamy bowl stovetop oats with my homemade 4-Ingredient Caramel Sauce. SAY no more 💁🏻‍♀️. Simple and HIT the spot 🥊.
.
Salted Caramel is Tom’s fav combo, get ready for lots coming your way. Hope you have a hump day 🤸🏻‍♀️✨
.
•••••••••••••••
.
dEATs 👇🏼:
.
Stove top Caramel oats:
- 2 tbsp my Homemade Caramel Sauce
- 1/2 cup gluten free oats
- 2 tbsp cacao powder
- a pinch of SALT 🧂
- 1 scoop of protein of choice (i used pea protein which thickens it even more 👌🏼)
- 1 cup milk 🥛of choice 
.
Direction 🎥 on my story 👉🏼 Caramel Sauce recipe on my blog ✨. LINK IN BIO.
.
.

https://shuangyskitchensink.com/vegan-caramel-sauce/
.
.
#shuangyseats #saltedcaramel #vegancaramel,Omg this is crazy!! Looks too good 😍,Gooey good 🙌,Dang! This is an oatmeal combo we NEED to try 😍😍😍,I just want to bathe in this 😍😂,This bowl looks SO cozy and good 😍,my faaave😍😍,HOLY HEAVEN OF OAT BOWL MASTERPIECE 😍😍😍 i’m legit making that sauce tonight to pour over everything this weekend 😂,This looks like the perfect Valentine's breakfast!❤️😍,Those toppings 🔥,Damn 😍😍😍❤️❤️❤️🔥🔥 nothing like those caramelized banana!,OMG😍😍😍,Need this in my life 🙌,Omg this looks delicious 🤤,Yes cozy deliciousness,😍🤤💯,Where can I get this recipe? I don’t see it in your blog,I can stop staring 👀 It’s just too yummy!🔥,Salt makes sweet food better 😍,❤️,😋Delish,🤤🤤🤤🤤,This looks like heaven 😍😍,Top,😍😍,",2523,260,6313
2021-02-09,"4-Ingredient Peanut Butter 🥜 Oatmeal Balls! 🎥 Another one of my fav No Bake Snack Bites that is a lil crunchy, a lil chewy, packed with healthy fats, protein and complex carbs (I promise i still bake 💁🏻‍♀️, just prepping your some post-baby snacks 👶🏼).
.
Hope everyone has a great Tuesday ✨!
.
••••••••••••••••••.
dEATs 👇🏼:
.
- GF rolled oats
- Peanut Butter 🥜 (duh)
- 🍁 syrup or honey
- Chocolate 🍫 chips
- Optional add-in: flax seeds, chia seeds
.
Check out the Full recipe On my Blog 👉🏼 Link in bio 🍫.
.

https://shuangyskitchensink.com/peanut-butter-oatmeal-balls-no-bake/
.
🎥 by talented: @holistic.thamis 👊🏼.
.

#shuangyseats #peanutbutterballs #oatmealrecipe #nobakedessert #vegansnacks #recipevideo #foodvideos,The perfect bite 😍😍,Yummy!,@megan_watson2,Those look amazing!,🙌,@imtheschmid omggggg,Protein balls are my favorite snacks!,Such a good snackie!!,LOOKS FANTASTICCCC!!! 😍,These look insane 🤩🤤,@taimiup,Love this too!!! And an easy Peezy vid!!👏👏👏,Don’t the oats need to be cooked first?,@diane_henrique,@lorrainelynn deez,They are 6 ingredients. Not four.,They look amazing😍😍😍,Yum 🙏,@leo_crocker963,😲😲😲😲😲,Yum 🔥,Omg yummm😍,A keeper🙌,@kerry.conlon.rdn,",3377,239,30820
2021-02-08,"5 🖐🏼 ingredient NO BAKE Double Chocolate Cookies 🍪! It’s is chewy, fudgy and made with clean ingredients only 💁🏻‍♀️. Can’t stop won’t stop these energy bites flavors to keep the SNACKS GOING 👌🏼 for a pre-workout motivation or afternoon pick-me-up 🦦.
.
Oh don’t forget the EXTRA nut butter and sea salt 🧂on top, K? Hope everyone has a great week 🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews
- Almond 🥜 Butter
- Cacao Powder 🍫
- Medjool dates
- coconut flour or oat flour
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.

https://shuangyskitchensink.com/no-bake-double-chocolate-cookies/

.
#shuangyseats #vegandessert #nobakedessert #chocolatecookies #paleodessert #energybites,Looks so good!,mmm chewy!,I don’t know how I missed this but YUM,@iam_gtangaeresmith,Good job 💗💗💗,omg looks so tasty 😍,Omg these look amazing!!,INSANE 😍,Loving the no bake cookies! Makes life so simple 😍,Mmmm NO BAKE. My kind of cookie 🍪. LOL 😂 JK,These have me drooling!,Noted! We're excited to try this 💜❤️,😍,Wow these look so good 😍😍,Omg 😍😍,@justinbosman,Great❤️,looks stunning!,Wow,This looks fantastic and my god I’ll be making this SOON 😍,I love it ❤️,😍,this looks heavenly,Hey guysss. Can you pls check my page?🥰🥰,",5000,311,0
2021-02-08,"6 ingredients Whole Wheat Sweet Potato 🍠 Biscuits are heree (say it with a southern twang 💁🏻‍♀️). These bad boys are soft and fluffy. Top with your fav 🫐jam and/or 🧈, serve with  @purefarmland plant based maple breakfast links [ad], the perfect tasty and meatless breakfast to kick off the best day ✨.
.
You can also make these biscuits into pumpkin 🎃 or apple cinnamon flavors. Check out tips in the #reelsvideo .
.
••••••••.
.
dEATs 👇🏼:
.
- Dairy-free milk 🥛
- Apple cider vinegar
- Vegan Butter 🧈
- Whole Wheat or #glutenfree flour
- Coconut or brown sugar
- Baking powder
.
.
Direction and tips check out this Reels 🎥  . Full recipe on my blog 👉🏼link in bio ✨.
.
https://shuangyskitchensink.com/healthy-sweet-potato-biscuits
.
#shuangyseats #plantbased #sweetpotato #glutenfreerecipes #veganrecipes
.
.

#healthyeating #goodmoodfood #healthyrecipes #healthyfood #healthydiet #cleaneating #healthysnack #veganrecipes #healthyvegan #healthybreakfast #glutenfreevegan #healthylifestyle #veganfood #healthybreakfast #veganbreakfast #glutenfreebiscuits #veganbiscuits,So fluffy 🤩,SAved 😍😍,OMG,Yum! 🤤,That fluff tho!! I definitely need to make these and topped with some cinnamon butter 😍,Yummm!!! 🔥,Can I use water instead of milk??,This is what my dreams are made of hun 😍🙏,Yum!!! Loveee sp biscuits 😍,Looks amazing,Looks delicious 🙌,These look soo good! 😍 I need to try these,So good ❤️,@ivo.angelov.40,Wow! Love the sweet potato 🍠 in here!! 😍,These look so good!!,They look amazing 😍,Omg I need these 😍,Obsessing over this 😍😍,LOVING these ✨✨,Looks delicious 😋,Wow! How good are these😍,Love this idea!,Wow! Perfect.,",1706,180,21528
2021-02-05,"Paleo Air Fryer Chicken 🍗 Nuggets with Plantain Chips dipped In Chick-Fil-A-ish sauce 🤯 to celebrate FRYday. These Nuggets are JUICY 💦 and TENDER on the inside, CRISPY on the outside. ANND they Legit only took 10 min in the air fryer 💨.
.
Perfect for Super Bowl 🏈 Sunday! Hope everyone has an AMAZING Weekend🤸🏻‍♀️.
.
•••••••••••••.
dEATs 👇🏼:
.
- Chicken breast
- Almond flour + coconut flour
- Trader Joe’s plantain chips (or Siete paleo tortilla chips)
- Egg + Avocado Oil
- Salt Pepper, 🧄 🧅 powder
.
This recipe is Paleo, Keto and Gluten Free. But I also have alternative options on my blog 👌🏼.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story ”)
.

https://shuangyskitchensink.com/healthy-chicken-nuggets-recipe-paleo-gf/
.
.
#shuangyseats #airfryer #chickennuggets #paleorecipes #chickenrecipes #healthyeating #airfryerrecipes #superbowlfood,Ooh who doesn’t love chicken nuggets? 😍😍😍😍😍,Perfection 😋,NEED THESE 😍,This is so unique with the plantain chips!!😍,It looks heavenly 😍,My kids would love these! They look so crispy 😍,They look so crispy and delicious 😋🤗,So crispy and delicious 😍,Happy weekend my darling ❤️,Air fryers are a GAME CHANGER,So good 😍,that CRISPINESS!! yum!,Wow!,Best idea ever😍,They look so crispy 😋🙌🏼💯,Yum! These look so good and crispy. Saving this one for later 😍,Woah so crispy!🙌🏼🙌🏼,Oh they look so good,Mmm dipping 🤤,I can hear the crunch from here 😍,😋So delish,wow,YUM😍,STAHP IT RN❤️❤️❤️❤️,",1718,182,0
2021-02-04,"Carrot 🥕 Cake Bread that is MOIST, FLUFFY 💨 and so EASY to make. TOP a Thick layer of Cashew Cream Cheese frosting and some chopped walnuts. HIT the spot 👌🏼! This bad boy is perfect to enjoy warm or cold 🧁. Just in time for your weekend baking 💁🏻‍♀️ (almost).
.
Hope everyone has a Good Friday Jr.🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Eggs
- RIPE bananas 🍌 (duh)
- Sweet Potato Puree
- Shredded 🥕, raisins + walnuts
- Almond + Coconut Flour
- Coconut sugar
- Almond Butter (you can also use 🥜 butter )
- Carrot Cake Spices
.

RECIPE on my blog, *LINK in bio ✨. Video 📹 coming up 🤸🏻‍♀️.
.

https://shuangyskitchensink.com/paleo-carrot-cake-banana-bread/
.
.
#shuangyseats #paleodessert #carrotcake #glutenfreerecipes #cashewcream,Looks so good 👏🏻,Carrot cake is my fav! I literally just made some today. Yours looks so perfect 👌🏼,Carrot cake is the BEST🙌,Yum! Love this! 😍✨,a slice asappp,Omg yum 😍😍,Looks amazing 👏👏,amazing! wanna try this recipe!🥕💕,YUM😍,@flingernka sollen wir das machen nur ohne Rosinen :)?,Wow 🤤,Its so fluffy!!🙌,Best😍,I call dibs on the next bite holyyy😍,@juliecampanaro you should make this for @mcampanaro65 !!!,Looks divine 😍,amazing,The frosting 🤤🤤🤤,So fluffy🥺🤩,Can i use the pumpkin canned  for the sweet potato pure? I finish it😢,That crumb looks amazing!,This looks like the perfect Valentine's treat!❤️😍,gorgeous!,👏👏👏👏 looks awesome,",5467,298,0
2021-02-03,"A CREAMY Salted Chocolate 🍫 Protein Oatmeal Bowl to kick off an OATstanding day. I added @bobsredmill single ingredient Almond Protein Powder to make it Sweet n Creamy 💁🏻‍♀️.  I love that it adds a little sweetness and the extra protein boost 👌🏼. Plus It is vegan, gluten free and can be easily added to any recipes [ad].
.
Taking a lazy hump day over here. Hope everyone has a great one ✨.
.
•••••••••••••••
.
dEATs 👇🏼:
.
- 1/2 cup gluten free oats
- 3 tbsp @bobsredmill Almond Protein Powder [It is now available on their website!]
- 1 tbsp cacao powder
- 1 cup milk of choice
- 1 tbsp chia seeds (optional)
- 1 tbsp ground flax seeds (optional)
- 1/2 tsp cinnamon + a pinch of SALT 🧂
.
Bring everything to a boil, turn to simmer. Continue to stir. Turn off the heat when the oatmeal still appears to be a little bit liquidy. It will continue to thicken.
.
.
#shuangyseats #oatmeal #plantbased #veganrecipes #proteinoats #bobsredmill
.
.

#veganbreakfast #healthybreakfast #plantbased #superfood #healthyrecipes #veganrecipes #breakfasttime #breakfastinspo #cleaneating #easyrecipe #easybreakfast #plantbasedfood #wholefoods #quickbreakfast #breakfastrecipe #glutenfreefood #breakfast #dessertforbreakfast #postworkoutmeal #healthylifestyle #oatmealbowl #veganrecipe,😍😍😍,Delish! 😍,Bowl of goodness ❤️😍 wowzers,So gooey🔥🔥,That peanut butter on top 🤤😍,oh WOW,WOWW 😍,This song is a vibe😍😍 ps the oats look TASTY!,Dreamyyy,Yass, this looks so delicious 😍,😍😍,Wowee yum😍,omg 😘😍,Looks so good 😀,Yes🙌❤️,But like, is this healthy? It looks like a dream but also a thing I should not eat if I want to lose weight?,Wow😍,Looks so delicious 🙌,Need to try this!,That looks amazing.,Looks amazing 😍😍,Breakfast bowl dreams 😍,I need to try this,I love salted and sweet combo,",2006,225,18736
2021-02-02,"Back to the Classic Flavor with this Peanut Butta 🥜 Banana Oatmeal Bake that is SOFT n Chewy, perfect healthy breakfast on the go 👌🏼You didn’t think I was gonna cheap on the BITE SHOT, did ya? Topped with extra peanut butter, chocolate chips n sea salt 🧂, the best way to kick off the morning 💁🏻‍♀️.
.
Adding this to the #mealprepideas, you can freeze them and have breakfast ready in under 5 min 🥱! Hope everyone has a great Tuesday ✨.
.
••••••••••••••.
dEATs 👇🏼:
.
- GF rolled oats
- Peanut Butter 🥜
- Ripe bananas 🍌
- Milk of your choice
- Flax “egg” (ground flax seeds + water)
- Maple Syrup 🍁
.
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story highlight “Baking”)
.

https://shuangyskitchensink.com/peanut-butter-banana-baked-oatmeal/

.
.
#shuangyseats #oatmealbake #veganbreakfast #dairyfreerecipes #peanutbutterbanana #peanutbutterchocolate #oatmeal #oatmealrecipe,I need this ❤️❤️ like ASAP 😂 looks so good,Wow 🤤,Omg😍🤤,omg its so extra and so perfect!!,WOW😍😍,Yum!!,Yummers!!! 😍😍😍,We want this right now 😁,WOAH,Such a yummy shot 😍,Omg I need,@lyndseysmith379,Love this combo😍 A fabulous way to start the day and hop into the weekend 😋 Happy Friday 💛,Looks so good 😋,Wow yum 🤤,Oh yum!,YUM! OMG!,Pb 🤤🤤🤤,Could gobble these all up,😍😍,Looks so good 🙌,🙌🙌🙌,WOW, this looks soooo delicious 😍,Wow. 1000000 times better than any shop bought version of this,",4474,298,0
2021-02-01,"It’s Birth Month 👶🏼! (Well..in theory) 4 weeks to go until I unload this little guy into the world. Mommy, Daddy and big sis 🐶 are anxious, beyond excited and are SO READY #36weekspregnant 🤰🏻.
.
.
And also important 🥂, HAPPY birthday (tomorrow) to the best FURRY and HOOMAN baby daddy I could have asked for 🎂, my dishwasher, 💩 picker, and future diaper changer 👶🏼. I love you and can’t wait to start another incredible adventure with you ❤️.
.
P.S. I do have my 1st trimester blog post up for those of you asked for cravings/aversions and meal Inspo ✨.
.
.
#shuangyseats #momtobe #dadtobe #pregnancyphotoshoot #maternityphotoshoot #pregnantbelly,It’s my birthday month 😍 maybe we will have the same birthday 😂,You are sooo beautiful 😘,Congratulations👏💃,Ahh this is stunning! I am SO EXCITED!!!,Oh my gosh! 😍 congrats,So so beautiful & exciting 💗,awwwww the cutest,Ahhh happy birth month!! This is sooo exciting. 💗💗💗 I’m so happy for you guys.,Awww so exciting!!,These picture are absolutely incredible! You look gorgeous! 💕 I am so excited for you guys!,Omgsh you are getting so close!!! ☺️,OMFG ❤️❤️😍😍,Beautiful family ❤️❤️,You look so gorgeous darling ❤️,Aw what a lovely family photo 💙,Beautiful shots!! 💙,Awww I’m so excited for you guys 😭😍💖,Wow love these pictures ☺️,Adorable!,CONGRATS!! So exciting! I’m having my second boy in May!,❤️,Honey, DM us 👉 @glokaw 💧,Can you DM us @shiningstyleofficial🛍,You look insanely beautiful pregnant 🙌,",2376,220,0
2021-02-01,"Can’t get any better than a Buffalo Pizza 🍕 for the Big Game Sunday 🏈 party (of 2.5 humans 👶🏼 and a 🐶 here). Upgraded @americanflatbreadproducts frozen pizza with some easy instant pot shredded Buffalo chicken 🍗, onion and blue cheese. Made with the highest quality ingredients, Tom and I swear by the perfect 🍕 crust by @americanflatbreadproducts . Plus it only takes 6 minutes to make in the oven.. because who’s got time 💁🏻‍♀️ #upgradeyourpizza
.
Hope everyone has had a good weekend (Tom has been complaining that there is no 🏈 today). So rehearsing here for next Sunday 💁🏻‍♀️.
.
•••••••.
dEATs 👇🏼:
.
- 1 @americanflatbreadproducts 🍕Use “SHUANG10” to get $10 off of your online order [ad] 
- Chicken breast
- Buffalo sauce
- Onion, scallion and blue cheese (toppings)
.
Full recipe for the Instant Pot Buffalo Chicken on my blog 👉🏼 Link in bio ✨.
.
https://shuangyskitchensink.com/instant-pot-buffalo-chicken/
.
#shuangyseats #americanflatbreadproducts #buffalochicken #pizza,Such a great idea! 🙌🏻,This looks incredible,🤤🤤🤤,Looks incredible 😍😍,this looks unbelieveable,Okay this seriously looks SO GOOD 😍,This looks simply amazing! 😍🔥,Wow This looks absolutely amazing!!,😍😍😍,Pizza is always a good idea,this looks SO GOOD 😍😍,Pizza 🍕 love ❤️,This is LOADEDDDDDD,I want to be at your house for game day,Well dang this is just 🤩,I can’t get enough🤩🤩,This looks incredible😍,😋😋😋 looks great,Uouuu so good! It really looks so yummy😍👌,Get in my belly 😍,Yum!,Loveee this😍,Wow this looks too good! Buffalo pizza is never a bad idea 😁,Look at that loaded pizza!!!,",1584,196,0
2021-01-29,"5 ingredient NO BAME Raspberry Chocolate 🍫 Cake Pop is getting REEL! These babies are smooth and fudge-y 💨 in the middle, paired with rich and crunchy chocolate, Ya feel? 👌🏼. So easy to make for your V(G)alentine 🎁.
.
Hope everyone has a great weekend ✨!
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews
- Medjool dates
- Frozen or freeze dried raspberry ❤️
- Coconut flour
- Chocolate (Melted)
- Sprinkles (optional)
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/chocolate-raspberry-truffle/

.
#shuangyseats #vegandessert #raspberrychocolate #paleodessert #nobakedessert #healthyeating #goodmoodfood #healthyrecipes #healthydessert #dessertrecipe #dairyfreedessert #easyrecipes #healthyfood #healthydiet #cleaneating #glutenfree #healthysnack #veganrecipes #healthyvegan #glutenfreedessert #healthybreakfast #glutenfreevegan #healthylifestyle #veganfood #healthysnacks #reelsvideo #reelsfood,Gosh! That inside 💗 my goodness. Amazing,So cute! 🤩,Wowww these look amazing!,These look so delicious and decadent!,Ahhh need this!!,Awww so delicious ❤️❤️❤️,That textureeeeee!,Omg these look incredible,Omg these look incredible,Omg😍😍,Omg 😍😍😍,Oh so yummmmmy 🤗,Mouth watering!,YUMMERS,Yummy!,Wow! That’s awesome! Perfect for sweet cravings 👌,Oh I made cake bombs yesterday and they’re the tastiest right 💜 these look so good,Such cute little treats!,So cute !! And perfect for V DAY,Gimme🤩🤩,No bake? I’m in!!!,These look delish! 😀,I AM SWEEEET ON THESE!,🤤🤤,",1783,193,15230
2021-01-28,"As authentic as It gets, Chinese Garlic Tofu Stir Fry 🥡 （蒜香豆腐). Soft on the inside, golden brown crispy on the outside, Smothered in sticky sauce, this recipe HIT HOME for me 🥊. This is legit my comfort food growing up (although my dad def makes it better). Well, you asked for it, and here it is 💁🏻‍♀️.
.
P.S. Working on the green beans recip, so stay tuned 👌🏼. Hope everyone has a great Friday Jr. ✨! 
.
•••••••••••••.
dEATs 👇🏼:
.
- 1 block firm tofu
- 1 egg (omit for for #veganrecipe)
- soy sauce or coconut aminos
- vinegar, sesame oil
- Arrowroot flour (or corn starch)
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story ”)
.

https://shuangyskitchensink.com/chinese-garlic-tofu-stir-fry/
.
.
.
#shuangyseats #tofurecipe #vegetarianrecipe #chinesefood #chinesefoodlover #tofurecipes #tofustirfry #stirfry,The tofu in this dish looks absolutely perfect!,Omg🤩,Mmm I love tofu🔥,Scrumptious my friend 😋,Omgggg thr sticky sauce looks amazing!😍,That tofu 😍😍😍,yummm!,Need to make this 😍😍😍,👌🏻👌🏻👌🏻,yum 🤩🤩,Hi sis I'm always glad to see and follow your recipe～I'm Chinese, so finding the Chinese words I wanna ask, what’s your chosen identity? If I can. Actually I have been wondering about that...also when I watched your family video and heard English...so curiously wondering do you speak Chinese 🤣,it looks so good ✨😍,Gimme 😍😍,Wooow that tofu couldn’t get anymore perfect 🥺,Omg the crispy tofu,Yummy! 😋,Looks amazing!,Looks so delicious 👏🏻,A dream😍🤤,That rice looks delicious 🤤,So simple and yum! 😋,Omg 😱 😍🤤,What a grand tofu plate 😍🔥🙌,The grill on that tofu is astonishing😍,",2427,246,0
