date,food name,Ingredients,Nutrition
2021-07-06,narcissu can food - stew pork,"• Sweet stewed pork with soy sauce,• No preservatives and artificial coloring","Attributes,Per Serving (100g),Energy,338kcal,Protein,7g,Carbohydrate,3g,Total Fat,33g"
2021-07-06,jacob' cream cracker - origin,,"Attributes,Per Serving Size (100g),Energy,67g,Carbohydrate,2.5g,Sugars,4.2g,Dietary Fibre,7.1g,Protein,16.8g,Total Fat,8g,Saturated Fat,0g,Trans Fat,6.6g,Monounsaturated Fat,2.2g,Polyunsaturated Fat,0mg,Cholesterol,572g,Sodium,150μg,Vitamin A,0.4mg,Vitamin B1,0.4mg,Vitamin B2,3.5mg,Vitamin B3,0.4mg,Vitamin B6,0.4μg,Vitamin B12,150mg,Iron,30μg,Iodine,0mg"
2021-07-06,julie' le-mond sandwich biscuit - lemon,"• Lemon puff sandwich,• Light, crispy biscuits with lemon flavoured cream,• Comes in 10 convenient packs,Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Corn Starch, Skimmed Milk Powder, Fructo-Oligosaccharide, Salt, Leavening Agent: [Acid Sodium Pyrophosphate (E450(A)], Sodium Bicarbonate (E500), Ammonium Bicarbonate (E503), Citric Acid (E330), Soya Lecithin (E322), Lemon Juice Powder, Permitted Flavouring,• Contains: Cereals containing gluten, milk derivatives and soy derivatives,• Allergen advice: Produced in a facility that also processes products containing peanut, sesame, tree nuts and nut products","Attributes,Per Serving (17g),Energy,83kcal,Total Fat,3.9g,Mono-Unsaturated Fat,1.4g,Poly-Unsaturated Fat,0.3g,Saturated Fat,2.1g,Trans Fat,0g,Cholesterol,0.2mg,Sodium,96mg,Carbohydrate,10.6g,Dietary Fibre,0.3g,Sugars,3.4g,Protein,1.3g"
2021-07-06,fairpric sardin in tomato sauc,"Sardines and Tomato Sauce (Water, Tomato Paste, Modified Starch E1442, Sugar, Salt, Colouring E160C),• This product may contain scales which occur naturally,• Allergen advice: contains fish and soy","Attributes,Per Serving (155g),Energy,157kcal,Trans Fat,0g,Protein,22.2g,Total Fat,5.6g,Saturated Fat,2.5g,Cholesterol,81mg,Carbohydrate,4.3g,Sugars,3.3g,Dietary Fibre,0.5g,Sodium,639mg"
2021-07-06,calbe prawn cracker - spici,,
2021-07-06,nissin instant japanes ramen - hokkaido miso,"• Noodles: Wheat flour (69%), Palm Oil [Antioxidants (307b, 320, 321)], Tapioca Starch, Salt, Acidity Regulators (501, 450, 451), Colour (160a), Stabilisers (414), Emulsifier (471),• Seasoning powder: Flavour Enhancers (621, 635), Fermented Soya Bean Powder (Soya Bean, Wheat Flour, Salt, Rice Flour), Salt, Spices, Creamer [Glucose, Palm Fat, Sodium Caseinate, Stabiliser (340), Emulsifier (471), Anti-Caking Agent (551)], Sugar, Hydrolysed Plant Protein [Soya, Stabiliser (1400)], Soya Sauce Powder (Soya, Wheat, Salt), Seaweed, Yeast Extract, Cabbage Powder (Contains Lactose), Bonito, Spring Onion, Colour (150c),• Seasoning oil: Palm Oil, Sesame Oil, Spices,Chicken Flavour [Chicken Fat, Antioxidant (910)]","Attributes,Per Serving (116g),Energy,470kcal,Protein,11g,Total Fat,15.3g,Saturated Fat,7.5g,Carbohydrate,72.4g,Sugars,5g,Sodium,1450mg"
2021-07-06,nissin ufo instant cup noodl - osaka takoyaki,,
2021-07-06,quaker oat cooki - chocol chip,,"Attributes,Per Serving (27g),Energy,126.4kcal,Monounsaturated Fat,1.5g,Protein,2g,Total Fat,4.7g,Saturated Fat,2.3g,Polyunsaturated Fat,0.7g,Trans Fat,0g,Cholesterol,1.5mg,Carbohydrate,19g,Dietary Fibre,1.1g,Soluble Fibre,0.2g,Insoluble Fibre,0.8g,Sugars,9g,Sodium,122.2mg"
2021-07-06,nestl cereal - milo,"1. Pour 30g of breakfast cereals into a bowl,2. Serve with milk,Cereal Grains [Whole Grain Wheat Flour (30.0%), Wheat Flour (Gluten)], Corn Semolina, Sugar, Barley Malt Extract (Malted Barley (Gluten), Tapioca Starch), Fat-Reduced Cocoa Powder, Palm Oil (with Antioxidant: Ascorbyl Palmitate), Skimmed Milk Powder (Cow's Milk), Minerals (Calcium Carbonate, Reduced Iron), Iodised Salt (Sodium Chloride, Potassium Iodate), Whey Powder (Cow's Milk), Emulsifier (Soya Lecithin E322), Synthetic Flavouring Substance (Vanillin), Natural Flavouring Substance (Chocolate), Tocopherols and Vitamins (B3, B5, B6, B2 and B9),• All additives are of plant or synthetic origin,• May contain traces of tree nuts (Almonds and Hazelnuts)",
2021-07-06,lotu biscoff biscuit spread,"• No added flavours nor colours,• No hydrogenated fats,• Suitable for vegans","Attributes,Per Serving (100g),Energy,584kcal,Protein,2.9g,Carbohydrate,57g,Sugars,36.8g,Starch,20g,Total Fat,38.1g,Saturated Fat,7.6g,Monounsaturated Fat,21.1g,Polyunsaturated Fat,9.3g,Cholesterol,0mg,Trans Fat,0g,Dietary Fibre,0.8g,Salt,0.54g,Sodium,0.21g,Calcium,20mg,Magnesium,5mg,Phosphor,30mg,Iron,0.5mg,Moisture,0.3g"
2021-07-06,Ah ling luncheon meat - pork (less sodium),"• Store in room temperature,• After opening the can, the contents must be kept chilled in a food container","Attributes,Per Serving (100g),Total Fat,18g
,Saturated Fat,7g
,Cholesterol,46mg
,Sodium,408mg
,Carbohydrate,6g
,Dietary Fibre,1g
,Sugars,0g
,Protein,10.4g
,Calories,240kcal
,Calories from Fat,160kcal
"
2021-07-06,sunsweet amaz!n prune tub - pit,,"Attributes,Per Serving,Energy,182cal,Cholesterol,0mg,Protein,1.6g,Total Fat,0g,Saturated Fat,0g,Carbohydrate,44.7g,Sugars,42.1g,Dietary Fibre,2.6g,Sodium,10mg,Potassium,707mg,Calcium,31mg,Iron,3mg"
2021-07-06,fairpric fish cracker,,
2021-07-06,calbe veget fri chip - hot & spici,"• Display or store in cool dry place away from direct sunlight and high temperature,• Enclose after opening to avoid losing crispiness due to prolonged exposure to atmosphere","Attributes,Per Serving (45g),Energy,216kcal,Protein,2.3g,Carbohydrate,30.2g,Total Fat,10.3g,Saturated Fat,4.5g,Trans Fat,0g,Dietary Fibre,1.7g,Sugars,1.9g,Sodium,261mg"
2021-07-06,lay' potato chip - kyushu seawe,"• Light and crisp,• Made from potatoes that have been specially grown for Lay's","Attributes,Per Serving (28.3g),Energy,160kcal,Trans Fat,0g,Protein,2g,Total Fat,9.9g,Saturated Fat,5g,Carbohydrate,15.6g,Sugars,1g,Sodium,166mg"
2021-07-06,nestl cereal - koko krunch cooki,"• Chocolate and malt flavoured whole grain wheat balls breakfast cereal
,• Whole grain as its main ingredient
,• Contains dietary fibre (to keep your children fuller for longer)
,• Contains group B vitamins (for alertness in school)
,• Contains iron, calcium, folic acid,1. Pour 30g of breakfast cereals into a bowl,2. Serve with milk,Cereal Grains [Corn Semolina, Whole Grain Wheat (Gluten) Flour (27%)], Sugar, Wheat (Gluten) Starch, Glucose Syrup, Fat-Reduced Cocoa Powder, Palm Oil, Minerals (Calcium Carbonate, Tricalcium Phosphate, Reduced Iron), Iodised Salt (Sodium Chloride, Potassium Iodate), Brown Sugar, Nature Identical Flavour (Chocolate), Cocoa Mass, Vitamins [C, B3, B5, B6, B2, B1, B9 and B12], Stabiliser (Trisodium Phosphate E339), Tocopherols and Raising Agent (Sodium Bicarbonate E500),• All additives are of plant or synthetic origin,• May contain traces of tree nuts (almonds and hazelnuts) and milk",
2021-07-06,snicker chocol bar - funsiz,"• Store under cool, clean and dry conditions,• Avoid direct sunlight","Attributes,Per Serving (100g),Energy,485kcal,Trans Fat,0g,Protein,8.6g,Total fat,24g,Saturated Fat,9g,Carbohydrate,58.3g,Sugars,50.5g,Sodium,238mg"
2021-07-06,khong guan cracker - cream,,"Attributes,Per Serving (26g),Calories,118kcal,Calories from Fat,33kcal,Protein,3g,Total Fat,4g,Saturated Fat,2g,Trans Fat,0g,Cholesterol,0mg,Sodium ,215mg,Carbohydrate,18g,Dietary Fibre,< 1g,Sugars,1g,Vitamin C,1%,Calcium,1%,Iron,2%"
2021-07-06,sun-maid natur california raisin - mini pack,,"Attributes,Per Serving (14g),Energy,176kcal,Protein,0.5g,Sugars,10g,Saturated Fat,0g,Dietary Fibre,0.7g,Cholesterol,0g"
2021-07-06,nestl nestum all famili multi grain cereal - origin (tin),"• Higher in whole grains, lower in sugar and low fat,• Packed with essential nutrients like vitamin C, iron, vitamin B1 and vitamin D,• Nutritious and delicious breakfast for the whole family,Wholemeal Wheat Flour (66%), Milled Rice, Sugar, Malt Extract (Contains Barley), Corn Grits, Maltodextrin, Calcium Carbonate, Salt, Dipotassium Phosphate, Vitamin C, Ferrous Fumarate, Vanillin, Vitamin E, Nicotinamide, Calcium Pantothenate, Vitamin B6, Vitamin B1, Vitamin A, Vitamin B2, Biotin, Potassium Iodide, Folic Acid, Vitamin D3, Vitamin B12, ,• May contain traces of milk and soya","Attributes,Per Serving (100ml),Energy,41kcal,Saturated Fat,0.1g,Protein,0.8g,Total Fat,0.2g,Trans Fat,0g,Carbohydrate,8.5g,Dietary Fibre,0.8g,Vitamin A,33mcgRE,Vitamin D,0.4mcg,Vitamin C,9.1mg,Vitamin B6,0.1mg,Vitamin B12,0.1mg,Calcium,43mg,Cholesterol,0.1mg,Calcium,43mg,Iron,2mg,Sodium,43mg,Sugars,1.4g"
2021-07-06,lay' potato chip - numb & spici hot pot,"Potato, Vegetable Oil,• Spicy Hot Pot Flavour: Sugar, Malt, Whey Powder, Salt, Edible Flavour, Onion Powder, Vinegar Powder, Silicon Dioxide, Chili Powder, Soy Sauce Powder,• Allergen Advice: Contains Soy Bean",
2021-07-06,ayam brand sardin in tomato sauc - light,,"Attributes,Per Serving (106g),Energy,88kcal,Protein,9.3g,Total Fat,5.3g,Saturated Fat,2g,Cholesterol,14.9mg,Carbohydrate,0.5g,Sodium,148mg,Calcium,232mg,Omega 3,1113mg,Dietary Fibre,1.5g"
2021-07-06,"post great grain cereal - raisins, date & pecan",,"Attributes,Per Serving (100g),Calories,210cal,Total Fat,4g,Saturated Fat,0g,Polyunsaturated Fat,1g,Monounsaturated Fat,2g,Sodium,135mg,Potassium,210mg,Carbohydrate,41g,Dietary Fibre,5g,Sugars,13g,Other Carbohydrate,23g,Vitamin A,15%,Protein,4g,Vitamin C,0%,Calcium,0%,Iron,50%,Vitamin D,10%,Thiamin,25%,Riboflavin,25%,Vitamin B6,25%,Niacin,25%,Folic Acid,25%,Vitamin B12,25%,Phosphorus,15%,Magnesium,10%,Zinc,8%,Copper,10%"
2021-07-06,fairpric roast cashew nut,"• High in dietary fibre,• Naturally cholesterol free","Attributes,Per Serving,Energy,182kcal,Protein,7.2g,Total Fat,13.9g,Saturated Fat,2.9g,Trans Fat,0g,Cholesterol,0mg,Carbohydrates,7g,Sugar,2.4g,Dietary Fibre,3.8g,Sodium,64mg"
2021-07-06,loacker quadratini crispi wafer - dark chocol,"Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Fat-Reduced Cocoa, Plain Chocolate (8%) In The Cream (Cocoa Mass, Sugar), Dextrose, Soya Flour, Whey Powder (Milk), Skimmed Milk Powder, Barley Malt Extract, Salt, Raising Agents (Sodium Hydrogren Carbonate, Disodium Diphosphate), Emulsifier Soya Lecithins, Hazelnuts, Bourbon Vanilla Pods, Spices,• May contain almonds and oats","Attributes,Per Serving (30g),Energy,618kJ,Protein,2.3g,Total Fat,7.4g,Saturated Fat,7g,Trans Fat,0g,Monounsaturated Fat,0.2g,Polyunsaturated Fat,0.2g,Carbohydrate,17.9g"
2021-07-06,fairpric cracker - veget,,
2021-07-06,chipsmor cooki mini - origin,"Wheat Flour, Chocolate Chips (Sugars, Hydrogenated Vegetable Fat (Shea, Palm), Cocoa Powder, Cocoa Mass, Flavours, Dextrose, Emulsifiers (INS492), Soya Lecithin (INS322))), Sugar, Non-Hydrogenated Vegetable Oil (Palm), Tapioca Starch, Cocoa Powder, Raising Agents {Ammonium Bicarbonate [INS503(ii)], Sodium Bicarbonate [INS500(ii)]}, Acid Sodium Pyrophosphate [INS450(i)], Salt, Flavours, Emulsifier {Sodium Stearoyl Lactylate [INS481(i)]},• Food additives are of plant and synthetic origin,• Allergen information: Contains wheat, soya,• Manufactured on equipment that also processes products containing milk and tree nuts (hazelnuts) and oats","Attributes,Per Serving (28g),Energy,137kcal
,Carbohydrate,19.4g
,Sugars,8.5g
,Protein,1.5g
,Total Fat,6g
,Sodium,98mg
"
2021-07-06,lotu biscoff biscuit - origin caramalis,,"Attributes,Per Serving (100g),Energy,481kcal,Cholesterol,0mg,Protein,4.9g,Total Fat,19g,Saturated Fat,0g,Carbohydrate,72.6g,Sugars,0g,Dietary Fibre,0g,Sodium,370mg"
2021-07-06,post cereal - waffl crisp,,
2021-07-06,jack 'n jill roller coaster potato ring - chees,,"Attributes,Per Serving (18g),Calories,100kcal,Calories from Fat,55kcal,Total Fat,6g,Saturated Fat,2.5g,Trans Fat,0g,Cholesterol,0mg,Sodium,135mg,Carbohydrate,10g,Dietary Fibre,< 1g,Sugars,0g,Protein,1g,Vitamin A,0%,Vitamin C,0%,Calcium,0%,Iron,0%"
2021-07-06,loacker classic mini crispi wafer - assort,"Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Whey Powder, (Milk),dextrose,soy Flour, Skimmed Milk Powder, Fat Reduced Ocoa, Hazelnuts, Barley Malt Extract, , Cocoa Mass, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Emulsifier Lecithins, Bourbon Vanilla Pods, Spices,• May contain almonds","Attributes,Per Serving (100g),Energy,511kcal,Protein,7.9g,Total Fat,5.1g,Saturated Fat,21.7g,Polyunsaturated Fat,31.3g,Trans Fat,28.4g,Cholesterol,0g,Carbohydrate,137mg,Dietary Fibre,0g,Sodium,0g"
2021-07-06,loacker quadratini crispi wafer - napolitan,"Wheat Flour, Coconut Oil, Glucose Syrup, Sugar, Hazelnuts (9%) In The Cream, Whey Powder (Milk), Soya Flour, Skimmed Milk Powder, Fat-Reduced Cocoa, Dextrose, Barley Malt Extract, Salt, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Emulsifier Soya Lecithins, Bourbon Vanilla Pods, Spices,• May contain almonds and oats","Attributes,Per Serving (30g),Energy,635kJ,Protein,2.3g,Total Fat,8.1g,Monounsaturated Fat,1.5g,Polyunsaturated Fat,0.3g,Saturated Fat ,6.3g,Trans Fat,0g,Carbohydrate,17.7g"
2021-07-06,kinder bueno mini chocol wafer bar - milk,"Milk Chocolate [31% (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Anhydrous Milkfat, Emulsifier: Lecithin (Soy), Flavouring: Vanillin), Sugar, Vegetable Fat (Palm), Wheat Flour, Hazelnuts (10.5%), Skimmed Milk Powder, Milk Powder, Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Lecithin (Soy), Flavouring: Vanillin), Fat-Reduced Cocoa Powder, Emulsifier: Lecithin (Soy), Raising Agents: Sodium Bicarbonate; Ammonium Bicarbonate, Salt, Flavouring, Vanillin Contains Emulsifier and Raising Agents As Permitted Food Conditioners and Permitted Flavouring Substance,• Allergen Advice: Contains Milk, Wheat, Hazelnuts, Soy","Attributes,Per Serving (100g),Energy,572kcal,Sugars,41.2g,Protein,8.6g,Total Fat,37.3g,Carbohydrate,49.5g,Sodium,107mg"
2021-07-06,arnott' tim tam biscuit - origin,"• The most irresistible chocolate biscuit,• Made with real chocolate,• Unique combination of biscuit, cream filling and chocolate coating,• Great for snack to share with family and friends,Biscuits:,Milk Chocolate (38%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Vegetable Oil,  Emulsifiers (Soy Lecithin, E476), Flavour),Wheat Flour, Sugar, Vegetable Oil (Contains Soy), Golden Syrup, Food Colours (Caramel iii (From Wheat), Beet Red, Cochineal, Annatto), Cocoa Powder, Salt, Baking Powder, Emulsifiers (Soy Lecithin), Flavour,• Contains: Milk Chocolate (38%),• Contains: Gluten containing cereals, milk and soy,• May contain traces of egg, peanut, sesame and tree nut","Attributes,Per Serving (18.3g),Energy,399kJ,Carbohydrate,11.8g,Protein,0.8g,Total Fat,4.9g,Saturated Fat,2.7g,Sugars,8.2g,Dietary Fibre,0.3g,Sodium,29mg"
2021-07-06,fairpric potato chip - sour cream & onion,"Made from 100% fresh potatoes and blended with sour cream and onion seasoning, FairPrice sour cream and onion flavour potato chips are so crispy and irresistible that one is never enough! This product is not suitable for vegetarians.,• Product packaging may change at different points in time as we are in the process of updating our catalogue. We seek your understanding should you see discrepancies in the packaging of your received item and the images displayed online, thank you",
2021-07-06,nestl cereal - honey star,"1. Pour 30g of breakfast cereals into a bowl,2. Serve with milk,Cereal Grain [Corn Semolina, Whole Grain What [Gluten] Flour [22.7%], Whole Grain Oat [Gluten] Flour (6.9%), Rice Flour], Sugar, Glucose Syrup, Palm Oil, Honey, Minerals (Calcium Carbonate, Reduced Iron), Vitamins [C, B3, B5, B6, B2, B1, B9 and B12], Iodised Salt (Sodium Chloride, Potassium Iodate), Nature Identical Flavour (Vanillin, Honey Graham), Food Colour [Carotene E160A], Tocopherols,• All additives are of plant or synthetic origin,• May contain traces of tree nuts (Almonds and Hazelnuts) and milk",
2021-07-06,tong garden salt nut - peanut,"Peanuts, Vegetable Oil (Palm Olein) and Salt,• Allergy information: This product contains peanut and may contain gluten (wheat) and other tree nuts,• Produced in a facility that also produces gluten (wheat) and other tree nuts","Attributes,Per Serving (40g),Calories,220cal,Trans Fat,0g,Calories from Fat,170cal,Total Fat,19g,Saturated Fat,4g,Cholesterol,0mg,Sodium,137mg,Carbohydrate,10g,Dietary Fibre,6g,Sugars,2g,Protein,9g,Vitamin A,0%,Vitamin C,0%,Vitamin C,0%,Calcium,2%,Iron,0%"
2021-07-06,munchy' lexu sandwich calcium cracker - chocol,,"Attributes,Per Serving (19g),Calories,100kcal,Trans Fat,0g,Calories from Fat,50kcal,Total Fat,5g,Saturated Fat,3g,Cholesterol,0mg,Sodium,74mg,Carbohydrate,12g,Dietary Fibre,0g,Sugars,4g,Protein,1g,Vitamin A,0%,Vitamin C,0%,Calcium,5%,Iron,2%"
2021-07-06,myojo instant bowl noodl - chicken abalon,"1. Open lid halfway,2. Add seasoning powder and garnish,3. Pour boiling water to inner line and close lid for 3 minutes,4. Remove lid, stir well and serve,• Noodles: Wheat Flour (63%), Palm Oil [Antioxidants (306, 320, 321)], Tapioca Starch, Salt, Acidity Regulators (450, 500, 451, 501), Colour (160A), Stabilisers (412, 414), Emulsifier (471),• Seasoning Powder: Salt, Flavour Enhancers (621, 635), Hydrolysed Plant Protein [Soya, Stabiliser (1400)], Flavouring Powder, Seafood Extract (Clam, Crab, Shrimp), Imitation Abalone Flavour, Imitation Chicken Flavour, Fish Oil, Milk Fat, Acidity Regulator (327), Stabiliser (340), Anti-Caking Agent (551), Corn Starch, Spices, Sugar, Yeast Extract, Soya Sauce Powder (Soya, Wheat, Salt), Colour (150C),• Garnish: Cabbage (contains Lactose), Carrot, Fishcake [Fish, Corn Starch, Sugar, Colours (160B, 120), Stabilisers (414, 420)], Chilli, Spring Onion","Attributes,Per Serving (100g),Energy,340kcal,Sugars,5.4g,Sodium,2100mg,Protein,6.6g,Total Fat,11.7g,Saturated Fat,5.7g,Carbohydrate,51.2g"
2021-07-06,nongshim instant cup noodl - spici,"• Perfect Korean famous taste,• Great small cup sized noodle that is good for snacking,Cooking directions:,• For hot water:,1. Open lid halfway and add soup base,2. Pour hot water up to the line inside,3. Close lid for 3 minutes,4. Stir well and serve,• For microwave:,1. Completely remove lid,2. Pour room temperature water up to the line inside,3. Microwave for 3 minutes,4. Stir well and ready to serve",
2021-07-06,tulip luncheon meat - premium pork (reduc sodium),"Pork (81%), Water, Potato Starch, Milk Protein, Salt, Stabilizer (Sodium Triphosphate), Sugar, Antioxidant (Sodium Ascorbate), Dextrose, Preservative (Sodium Nitrite), Spice Extracts,• Contains milk","Attributes,Per Serving (100g),Energy,300kcal,Protein,15g,Carbohydrate,3g,Sugars,0.5g,Total Fat,25g,Saturated Fat,10g,Trans Fat,0g,Sodium,630mg"
2021-07-06,jack 'n jill roller coaster potato ring -barbecu,"Dehydrated Potato, Potato Starch, Vegetable Oil (Palm Olein), contains Permitted Flavour Enhancers [Monosodium Glutamate (E621), Disodium Guanylate (E627), Disodium Inosinate (E631)], Flavouring Substances, Food Conditioners {[Acidity Regulator (Citric Acid (E330), Sodium Citrate (E331)), Anticaking agent (Silicon Dioxide (E551)]} Colouring Substance (Caramel Colour E150c) and Sweetener (Aspartame E951), Phenylketonurics: contains phenylalanine,• Contains ingredients from milk, wheat (gluten), fish and soybeans,• All food additives used are of plant and synthetic origin","Attributes,Per Serving (18g),Calories,100cal,Trans Fat,0g,Calories from Fat,60cal,Total Fat,6g,Saturated Fat,3g,Cholesterol,0mg,Sodium,115mg,Carbohydrate,10g,Dietary Fibre,0g,Sugars,0g,Protein,1g"
2021-07-06,nestl cereal - koko krunch,"• Great chocolatey whole grain wheat cereals,• Contains high dietary fibre, group B vitamins, iron, calcium and folic acid• 1 bowl of Koko Krunch = Iron in 2 plates of spinach• No. 1 kids breakfast cereal in Singapore,Cereal Grains {[Whole Grain Wheat Flour (31.3%), Wheat Flour (Gluten), Corn Semolina, Rice Flour}, Sugar, Malt Extract (Malted Barley (Gluten), Tapioca Starch), Fat-Reduced Cocoa Powder, Palm Oil, Minerals (Calcium Carbonate, Dicalcium Phosphate, Reduced Iron), Milk Powder (Cow's Milk), Cocoa Butter, Iodised Salt (Sodium Chloride, Potassium Iodate), Synthetic Flavouring Substance (Vanillin, Sweetened Condensed Milk), Emulsifier (Soya Lecithin E322), Tocopherols and Vitamins (B3, B5, B6, B2, B9),• All additives are of plant or synthetic origin,• May contain traces of tree nuts (almonds and hazelnuts)","Attributes,Per Serving (30g),Energy,470kJ / 111kcal,Cholesterol,0mg,Protein,2.6g,Total Fat,1g,Dietary Fibre,1.7g,Sodium,47mg"
2021-07-06,max' farm cassava chip - spici,"• Store in cool dry place,• Keep away from sunlight","Attributes,Per Serving (20g),Energy,102kcal,Protein,0.3g,Total Fat,5.1g,Saturated Fat,2.6g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,13.6g,Sugars,1.6g,Dietary Fibre,0.6g,Sodium,45.5mg"
2021-07-06,nature' wonder the royal mix,"• Naturally cholesterol free,• High in dietary fibre,• Use them in dishes, desserts or as an energising snack,Baked Macadamia, Baked Cashew Nuts, Baked Almonds, Pistachio Kernels, Walnuts and Dried Cranberries,• Allergy advice: Contains tree nuts, processed in facilities that also process other tree nuts","Attributes,Per Serving (30g),Energy,189kcal,Protein,6.1g,Total Fat,16.8g,Saturated Fat,2g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,3.5g,Dietary Fibre,2.3g,Sodium,2mg"
2021-07-06,ayam brand tuna mayonnais - light,"• With lower fat (27% less fat compared to regular canned tuna mayonnaise), but with the same goodness,• No trans-fat, added MSG and preservatives,• Store in a cool, dry place,• Refrigerate after opening","Attributes,Per Serving (100g),Energy,131kJ,Omega 3,260mg,Protein,12.4g,Total Fat,8g,Saturated Fat,2.6g,Cholesterol,47mg,Dietary Fibre,1.4g,Sodium,387mg"
2021-07-06,highway luncheon meat - pork,,"Attributes,Per Serving (100g),Total Fat,22g,Saturated Fat,8g,Cholesterol,4mg,Sodium,300mg,Carbohydrate,12g,Protein,9g,Vitamin C,2%,Calcium,2%,Iron,11%"
2021-07-06,khong guan bite size biscuit - fanci gem,"• Petite biscuits with a swirl of colored sugar icing on top,• Bite-sized snack,Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Milk Powder, Leavening (Ammonium Bicarbonate), Egg White, Salt, Artificial Food Flavours, Food Colours (Including E102, E133), Sodium Metabisulphite,• Contains: Wheat flour, milk solids and eggs,• Allergen advice: Manufactured in a facility that processes peanut containing products","Attributes,Per Serving (22g),Protein,1g,Total Fat,1.5g,Saturated Fat,0.5g,Trans Fat,0g,Cholesterol,0mg,Sodium,40mg,Carbohydrate,19g,Dietary Fibre,1g,Sugars,11g"
2021-07-06,max' farm cassava chip - origin,"• Store in cool dry place,• Keep away from sunlight","Attributes,Per Serving (20g),Energy,100kcal,Protein,0.2g,Total Fat,4.8,Saturated Fat,2.4g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,13.9g,Sugars,1.8g,Dietary Fibre,0.6g,Sodium,62.1mg"
2021-07-06,betti crocker pancak mix - origin,"Directions:For 8 to 10 pancakes:,• 1 cup Betty Crocker pancake mix,• 2?3 cup (160ml) milk,•1 egg 1 tbsp oil1. Heat the pan on medium heat until drop of water sizzle and evaporate quickly. Grease the pan if necessary.2. Add all ingredients to a bowl and stir with a fork until well combined.,For thinner pancakes, add more milk and for thicker pancakes, add more pancake mix.3. For each pancake, pour 1?4 cup batter onto the hot pan.4. Cook till bubbles break on the surface and edges begin to dry.5. Turn the pancake and cook the other side for 1 minute or till golden brown.Others: Dress up your pancakes! Add blueberries, chocolate chips, or sliced bananas into the batter just before flipping.,• Refrigerate upon openingHow to freeze & reheat pancakes:,1. Let the pancakes cool to room temperature,2. Layer between sheets of parchment paper and seal the pancakes in a zipper bag.,3. To reheat, spread a few frozen pancakes on a plate in a single layer,4. Heat it up in the microwave for about 30 to 45 seconds,5. Pop them in the toaster","Attributes,Per Serving (19.5g),Energy,72kcal,Total Fat,1.1g,Saturated Fat,0.4g,Trans Fat,0g,Carbohydrate,13.6g,Sugars,2.5g,Dietary Fibre,0.4g,Protein,1.7g,Salt,0.4g,Sodium,169mg"
2021-07-06,win2 bake potato crisp cracker - veget,,"Attributes,Per Serving (20g),Energy,97kcal,Protein,1.4g,Total Fat,4g,Saturated Fat,1.9g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,13g,Dietary Fibre,0.2g,Sugars,2.7g,Sodium,90mg"
2021-07-06,fong yit XO kaya - less sugar,,
2021-07-06,ayam brand bake bean - tomato sauc,"• Naturally no cholesterol,• Low in fat,• Source of fibre,• Contains no preservative and no added MSG","Attributes,Per Serving (106g),Energy,100kcal
,Protein,3.9g
,Total Fat,1g
,Saturated Fat,0.2g
,Trans Fat,0g
,Cholesterol,0mg
,Sugars,7.3g
,Dietary Fibre,4.1g
,Sodium,316mg
"
2021-07-06,nature' wonder bake nut - usa walnut,"• Naturally cholesterol free,• High in dietary fibre,• Use them in dishes, desserts or as an energising snack","Attributes,Per Serving (30g),Energy,209kcal,Protein,4.9g,Total Fat,20.6g,Saturated Fat,1.7g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,1.1g,Dietary Fibre,1.9g,Sodium,10mg"
2021-07-06,camel natur bake almond,"• The natural goodness of the premium tuts,• Processed from the finest ingredients, each almond is full-flavoured and delightfully crunchy,• A source of protein and high in dietary fibre,• Cholesterol free,• Store in a cool, dry place,• Keep refrigerated once open,Almonds,• Contains: Tree Nuts,• Produced in factory where peanuts, gluten (wheat), egg, crustacean, milk, soybean, fish, mustard and sulphites are also handled","Attributes,Per Serving (50g),Energy,1208kJ,Trans Fat,0g,Protein,11.4g,Total Fat,23.2g,Saturated Fat,1.9g,Cholesterol,0mg,Carbohydrate,8.3g,Sugars,1.3g,Dietary Fibre,4.9g,Sodium,2.5mg"
2021-07-06,twisti corn snack - kaboom! bbq curri,"Corn, Non-Hydrogenated Vegetable Oil (Palm), Sugar, Salt, contains Monosodium Glutamate (E621), Yeast Extract, Disodium 5'-Guanylate (E627), Disodium 5'-Inosinate (E631) as permitted Flavour Enhancers, contains permitted Flavouring Substances,• Allergen advice: contains celery, soya and wheat,• Manufactured on equipment that also processes products containing milk and egg,• Food additives are sourced from plant and synthetic origin","Attributes,Per Serving (15g),Energy,76kcal,Protein,1.1g,Total Fat,3.8g,Sodium,90mg"
