date,food name
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Slices Soup"
2021-08-13,"
"
2021-08-13,"
Sweet & Sour Fish Fillet"
2021-08-13,"
"
2021-08-13,"
Braised Drumlet & Egg"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Prawn Paste Chicken"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chikuwas"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Seaweed & Egg Soup"
2021-08-13,"
"
2021-08-13,"
Pork w Plum Sauce"
2021-08-13,"
"
2021-08-13,"
Chicken Mince Meat w"
2021-08-13,"
Tofu"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Loh Han Guo Soup"
2021-08-13,"
"
2021-08-13,"
Gongbao Chicken"
2021-08-13,"
 "
2021-08-13,"
Baked Beans Boiled Eggs"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Balls Soup"
2021-08-13,"
"
2021-08-13,"
Chicken w Basil"
2021-08-13,"
Ginger & Onion Fish Fillet"
2021-08-13,"
Braised Hairy Melon with"
2021-08-13,"
Shredded Carrot & Egg"
2021-08-13,"
Yu Xiang Rou Si"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Grilled BBQ chicken"
2021-08-13,"
Long Bean Chye Pu"
2021-08-13,"
Mushroom with Dried Tofu"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Braised Pork Slice with Shiitake"
2021-08-13,"
Mushroom"
2021-08-13,"
White Cauliflower With Carrot"
2021-08-13,"
Thai Style Pandan Chicken"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Wax Gourd Fried Pork"
2021-08-13,"
Stir Fried Xiao Bai Chye"
2021-08-13,"
with Minced Pork"
2021-08-13,"
Cereal Oats Shrimp"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Steamed Chicken with Black Bean Sauce & Wolfberry"
2021-08-13,"
Stir Fried Da Bai Chye"
2021-08-13,"
Gan Xiang Lala"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
Salmon With Ginger Sesame"
2021-08-13,"
& Soya Sauce"
2021-08-13,"
Broccoli with Fishcake"
2021-08-13,"
Yuxiang Flavoured Pork"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
HK Style Steam Fish"
2021-08-13,"
Abalone Stir Fried Mushroom"
2021-08-13,"
Kai Lan"
2021-08-13,"
Stir Fry Pork with Sesame Oil"
2021-08-13,"
Sweet & Sour Fish Fillet"
2021-08-13,"
"
2021-08-13,"
Braised Drumlet & Egg"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Old Cucumber Soup"
2021-08-13,"
"
2021-08-13,"
Salt & Pepper Pork Ribs"
2021-08-13,"
"
2021-08-13,"
Sambal Fish Balls"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Herbal Soup"
2021-08-13,"
"
2021-08-13,"
Fried Chicken w Thai"
2021-08-13,"
Sauce"
2021-08-13,"
"
2021-08-13,"
Celery w/ fish cake"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Peanut Soup"
2021-08-13,"
"
2021-08-13,"
Black Pepper Prawns"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chicken"
2021-08-13,"
 "
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Vegetable Soup"
2021-08-13,"
"
2021-08-13,"
 "
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Vegetable Soup"
2021-08-13,"
"
2021-08-13,"
Stir Fried Da Bai Chye"
2021-08-13,"
Gan Xiang Lala"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
Salmon With Ginger Sesame"
2021-08-13,"
& Soya Sauce"
2021-08-13,"
Broccoli with Fishcake"
2021-08-13,"
Yuxiang Flavoured Pork"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
HK Style Steam Fish"
2021-08-13,"
Abalone Stir Fried Mushroom"
2021-08-13,"
Kai Lan"
2021-08-13,"
Stir Fry Pork with Sesame Oil"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Marmite Chicken Chop"
2021-08-13,"
Stir Fried Cai Xin with Minced Pork"
2021-08-13,"
Sweet & Sour Potato Slice"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Almond Coffee Pork Ribs"
2021-08-13,"
Stir Fried Nai Bai Chye with Garlic"
2021-08-13,"
Hairy Gourd with Dry Shrimp"
2021-08-13,"
and Vermicelli"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Cereal Oat Fish Fillet"
2021-08-13,"
Stir Fried Shanghai Green"
2021-08-13,"
with Garlic"
2021-08-13,"
Stir Fried Egg Plant with"
2021-08-13,"
Sambal Shrimp"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Tomato Sauce Prawn"
2021-08-13,"
Stir Fried Cabbage with Dry Shrimp"
2021-08-13,"
Soya Sauce Chicken with"
2021-08-13,"
Abalone Mushroom"
2021-08-13,"
ABC Soup"
2021-08-13,"
Hakka Nan Ru Pork Belly"
2021-08-13,"
Stir Fried Luo Han Vegetables"
2021-08-13,"
Mapo Tofu"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Steamed Fresh Catch Fish"
2021-08-13,"
Stir Fried Nai Bai with Garlic"
2021-08-13,"
Braised Beancurd with Prawn"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Braised Duck with Tender Ginger"
2021-08-13,"
Stir Fried Eggplant with Corn and Green Chilli"
2021-08-13,"
Steam Egg with Mushrooms"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Thai Style Minced Meat"
2021-08-13,"
Stir Fried Da Lao Po Cai with"
2021-08-13,"
Ham & Black Fungus"
2021-08-13,"
Honey Baked Mid Wing"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Ginger & Onion Fish Fillet"
2021-08-13,"
Braised Hairy Melon with"
2021-08-13,"
Shredded Carrot & Egg"
2021-08-13,"
Yu Xiang Rou Si"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Grilled BBQ chicken"
2021-08-13,"
Long Bean Chye Pu"
2021-08-13,"
Mushroom with Dried Tofu"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Braised Pork Slice with Shiitake"
2021-08-13,"
Mushroom"
2021-08-13,"
White Cauliflower With Carrot"
2021-08-13,"
Thai Style Pandan Chicken"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Wax Gourd Fried Pork"
2021-08-13,"
Cai Xin Fried Green Soy Bean"
2021-08-13,"
Stir Fry Lotus Root with Minced Meat"
2021-08-13,"
Wintermelon Red Dates Pork Ribs Soup"
2021-08-13,"
Chye Pu Radish Fish"
2021-08-13,"
Stir Fried Endive with"
2021-08-13,"
Braised Peanuts"
2021-08-13,"
Silver Fish with Scrambled Egg"
2021-08-13,"
Wintermelon Red Dates"
2021-08-13,"
Pork Ribs Soup"
2021-08-13,"
Hakka Nan Ru Pork Belly"
2021-08-13,"
Stir Fried Luo Han Vegetables"
2021-08-13,"
Mapo Tofu"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Steamed Fresh Catch Fish"
2021-08-13,"
Stir Fried Nai Bai with Garlic"
2021-08-13,"
Braised Beancurd with Prawn"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Braised Duck with Tender Ginger"
2021-08-13,"
Stir Fried Eggplant with Corn and Green Chilli"
2021-08-13,"
Steam Egg with Mushrooms"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Thai Style Minced Meat"
2021-08-13,"
Stir Fried Da Lao Po Cai with"
2021-08-13,"
Ham & Black Fungus"
2021-08-13,"
Honey Baked Mid Wing"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Ginger & Onion Fish Fillet"
2021-08-13,"
Braised Hairy Melon with"
2021-08-13,"
Shredded Carrot & Egg"
2021-08-13,"
Stir Fry Lotus Root with Minced Meat"
2021-08-13,"
Wintermelon Red Dates Pork Ribs Soup"
2021-08-13,"
Chye Pu Radish Fish"
2021-08-13,"
Stir Fried Endive with"
2021-08-13,"
Braised Peanuts"
2021-08-13,"
Silver Fish with Scrambled Egg"
2021-08-13,"
Wintermelon Red Dates"
2021-08-13,"
Pork Ribs Soup"
2021-08-13,"
Hakka Nan Ru Pork Belly"
2021-08-13,"
Stir Fried Luo Han Vegetables"
2021-08-13,"
Mapo Tofu"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Steamed Fresh Catch Fish"
2021-08-13,"
Stir Fried Nai Bai with Garlic"
2021-08-13,"
Braised Beancurd with Prawn"
2021-08-13,"
Blackbean Chicken soup"
2021-08-13,"
Braised Duck with Tender Ginger"
2021-08-13,"
Stir Fried Eggplant with Corn and Green Chilli"
2021-08-13,"
Steam Egg with Mushrooms"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Thai Style Minced Meat"
2021-08-13,"
Stir Fried Da Lao Po Cai with"
2021-08-13,"
Ham & Black Fungus"
2021-08-13,"
Honey Baked Mid Wing"
2021-08-13,"
Old Cucumber Pork Ribs Soup"
2021-08-13,"
Ginger & Onion Fish Fillet"
2021-08-13,"
Braised Hairy Melon with"
2021-08-13,"
Shredded Carrot & Egg"
2021-08-13,"
Yu Xiang Rou Si"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Grilled BBQ chicken"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
 "
2021-08-13,"
Steam Egg w Chicken"
2021-08-13,"
Mince Meat"
2021-08-13,"
"
2021-08-13,"
Old Cucumber Soup"
2021-08-13,"
"
2021-08-13,"
Salt & Pepper Pork Ribs"
2021-08-13,"
"
2021-08-13,"
Sambal Fish Balls"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Herbal Soup"
2021-08-13,"
"
2021-08-13,"
Fried Chicken w Thai"
2021-08-13,"
Sauce"
2021-08-13,"
"
2021-08-13,"
Celery w/ fish cake"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Peanut Soup"
2021-08-13,"
"
2021-08-13,"
Black Pepper Prawns"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chicken"
2021-08-13,"
 "
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Vegetable Soup"
2021-08-13,"
"
2021-08-13,"
"
2021-08-13,"
Fried Tofu w Thai Sauce"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Slices Soup"
2021-08-13,"
"
2021-08-13,"
Sweet & Sour Fish Fillet"
2021-08-13,"
"
2021-08-13,"
Braised Drumlet & Egg"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Old Cucumber Soup"
2021-08-13,"
"
2021-08-13,"
Salt & Pepper Pork Ribs"
2021-08-13,"
"
2021-08-13,"
Sambal Fish Balls"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Herbal Soup"
2021-08-13,"
"
2021-08-13,"
Fried Chicken w Thai"
2021-08-13,"
Sauce"
2021-08-13,"
"
2021-08-13,"
Celery w/ fish cake"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Peanut Soup"
2021-08-13,"
"
2021-08-13,"
Black Pepper Prawns"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chicken"
2021-08-13,"
 "
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Vegetable Soup"
2021-08-13,"
"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Marmite Chicken Chop"
2021-08-13,"
Stir Fried Cai Xin with Minced Pork"
2021-08-13,"
Sweet & Sour Potato Slice"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Black Vinegar Pork Trotters"
2021-08-13,"
Stir Fried Broccoli with Mushroom"
2021-08-13,"
Three Shreds Fried Egg"
2021-08-13,"
ABC Soup"
2021-08-13,"
Braised Duck"
2021-08-13,"
Stir Fried Po Chye with"
2021-08-13,"
Silver"
2021-08-13,"
Braised Claypot Seafood Tofu"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Sesame Oil Chicken Mid Wing"
2021-08-13,"
Stir Fried Chinese Cabbage"
2021-08-13,"
with Shredded Pork"
2021-08-13,"
Onion Sambal Egg"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Stir Fried Xiao Bai Chye"
2021-08-13,"
with Minced Pork"
2021-08-13,"
Cereal Oats Shrimp"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Steamed Chicken with Black Bean Sauce & Wolfberry"
2021-08-13,"
Stir Fried Da Bai Chye"
2021-08-13,"
Gan Xiang Lala"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
Salmon With Ginger Sesame"
2021-08-13,"
& Soya Sauce"
2021-08-13,"
Broccoli with Fishcake"
2021-08-13,"
Yuxiang Flavoured Pork"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
HK Style Steam Fish"
2021-08-13,"
Abalone Stir Fried Mushroom"
2021-08-13,"
Kai Lan"
2021-08-13,"
Stir Fry Pork with Sesame Oil"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Marmite Chicken Chop"
2021-08-13,"
Stir Fried Cai Xin with Minced Pork"
2021-08-13,"
Sweet & Sour Potato Slice"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Almond Coffee Pork Ribs"
2021-08-13,"
Stir Fried Nai Bai Chye with Garlic"
2021-08-13,"
Hairy Gourd with Dry Shrimp"
2021-08-13,"
and Vermicelli"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Cereal Oat Fish Fillet"
2021-08-13,"
Stir Fried Shanghai Green"
2021-08-13,"
with Garlic"
2021-08-13,"
Stir Fried Egg Plant with"
2021-08-13,"
Sambal Shrimp"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Tomato Sauce Prawn"
2021-08-13,"
Stir Fried Cabbage with Dry Shrimp"
2021-08-13,"
Soya Sauce Chicken with"
2021-08-13,"
Yu Xiang Rou Si"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Grilled BBQ chicken"
2021-08-13,"
Long Bean Chye Pu"
2021-08-13,"
Mushroom with Dried Tofu"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Braised Pork Slice with Shiitake"
2021-08-13,"
Mushroom"
2021-08-13,"
White Cauliflower With Carrot"
2021-08-13,"
Thai Style Pandan Chicken"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Wax Gourd Fried Pork"
2021-08-13,"
Stir Fried Xiao Bai Chye"
2021-08-13,"
with Minced Pork"
2021-08-13,"
Cereal Oats Shrimp"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Steamed Chicken with Black Bean Sauce & Wolfberry"
2021-08-13,"
Stir Fried Da Bai Chye"
2021-08-13,"
Gan Xiang Lala"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
Salmon With Ginger Sesame"
2021-08-13,"
& Soya Sauce"
2021-08-13,"
Broccoli with Fishcake"
2021-08-13,"
Yuxiang Flavoured Pork"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
HK Style Steam Fish"
2021-08-13,"
Abalone Stir Fried Mushroom"
2021-08-13,"
Kai Lan"
2021-08-13,"
Stir Fry Pork with Sesame Oil"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Marmite Chicken Chop"
2021-08-13,"
Stir Fried Cai Xin with Minced Pork"
2021-08-13,"
Sweet & Sour Potato Slice"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Almond Coffee Pork Ribs"
2021-08-13,"
Stir Fried Nai Bai Chye with Garlic"
2021-08-13,"
Hairy Gourd with Dry Shrimp"
2021-08-13,"
and Vermicelli"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Cereal Oat Fish Fillet"
2021-08-13,"
Long Bean Chye Pu"
2021-08-13,"
Mushroom with Dried Tofu"
2021-08-13,"
Bak Kut Teh"
2021-08-13,"
Braised Pork Slice with Shiitake"
2021-08-13,"
Mushroom"
2021-08-13,"
White Cauliflower With Carrot"
2021-08-13,"
Thai Style Pandan Chicken"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Wax Gourd Fried Pork"
2021-08-13,"
Stir Fried Xiao Bai Chye"
2021-08-13,"
with Minced Pork"
2021-08-13,"
Cereal Oats Shrimp"
2021-08-13,"
Corn and Raddish Pork Ribs Soup"
2021-08-13,"
Steamed Chicken with Black Bean Sauce & Wolfberry"
2021-08-13,"
Stir Fried Da Bai Chye"
2021-08-13,"
Gan Xiang Lala"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
Salmon With Ginger Sesame"
2021-08-13,"
& Soya Sauce"
2021-08-13,"
Broccoli with Fishcake"
2021-08-13,"
Yuxiang Flavoured Pork"
2021-08-13,"
Herbal Chicken Soup"
2021-08-13,"
HK Style Steam Fish"
2021-08-13,"
Abalone Stir Fried Mushroom"
2021-08-13,"
Kai Lan"
2021-08-13,"
Stir Fry Pork with Sesame Oil"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Marmite Chicken Chop"
2021-08-13,"
Stir Fried Cai Xin with Minced Pork"
2021-08-13,"
Sweet & Sour Potato Slice"
2021-08-13,"
Seaweed Soup"
2021-08-13,"
Almond Coffee Pork Ribs"
2021-08-13,"
Stir Fried Nai Bai Chye with Garlic"
2021-08-13,"
Hairy Gourd with Dry Shrimp"
2021-08-13,"
and Vermicelli"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Cereal Oat Fish Fillet"
2021-08-13,"
Stir Fried Shanghai Green"
2021-08-13,"
with Garlic"
2021-08-13,"
Stir Fried Egg Plant with"
2021-08-13,"
Sambal Shrimp"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
 "
2021-08-13,"
Steam Egg w Chicken"
2021-08-13,"
Mince Meat"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Dried Bok Choy Soup"
2021-08-13,"
"
2021-08-13,"
Prawn Paste Chicken"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chikuwas"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Seaweed & Egg Soup"
2021-08-13,"
"
2021-08-13,"
Pork w Plum Sauce"
2021-08-13,"
"
2021-08-13,"
Chicken Mince Meat w"
2021-08-13,"
Tofu"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Loh Han Guo Soup"
2021-08-13,"
"
2021-08-13,"
Gongbao Chicken"
2021-08-13,"
 "
2021-08-13,"
Baked Beans Boiled Eggs"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Balls Soup"
2021-08-13,"
"
2021-08-13,"
Chicken w Basil"
2021-08-13,"
"
2021-08-13,"
Fried Tofu w Thai Sauce"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Slices Soup"
2021-08-13,"
"
2021-08-13,"
Sweet & Sour Fish Fillet"
2021-08-13,"
 "
2021-08-13,"
Steam Egg w Chicken"
2021-08-13,"
Mince Meat"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Dried Bok Choy Soup"
2021-08-13,"
"
2021-08-13,"
Prawn Paste Chicken"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chikuwas"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Seaweed & Egg Soup"
2021-08-13,"
"
2021-08-13,"
Pork w Plum Sauce"
2021-08-13,"
"
2021-08-13,"
Chicken Mince Meat w"
2021-08-13,"
Tofu"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Loh Han Guo Soup"
2021-08-13,"
"
2021-08-13,"
Gongbao Chicken"
2021-08-13,"
 "
2021-08-13,"
Baked Beans Boiled Eggs"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Dried Bok Choy Soup"
2021-08-13,"
"
2021-08-13,"
Prawn Paste Chicken"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chikuwas"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Seaweed & Egg Soup"
2021-08-13,"
"
2021-08-13,"
Pork w Plum Sauce"
2021-08-13,"
"
2021-08-13,"
Chicken Mince Meat w"
2021-08-13,"
Tofu"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Loh Han Guo Soup"
2021-08-13,"
"
2021-08-13,"
Gongbao Chicken"
2021-08-13,"
 "
2021-08-13,"
Baked Beans Boiled Eggs"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Balls Soup"
2021-08-13,"
"
2021-08-13,"
Chicken w Basil"
2021-08-13,"
"
2021-08-13,"
Fried Tofu w Thai Sauce"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Slices Soup"
2021-08-13,"
"
2021-08-13,"
Sweet & Sour Fish Fillet"
2021-08-13,"
"
2021-08-13,"
Almond Coffee Pork Ribs"
2021-08-13,"
Stir Fried Nai Bai Chye with Garlic"
2021-08-13,"
Hairy Gourd with Dry Shrimp"
2021-08-13,"
and Vermicelli"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Cereal Oat Fish Fillet"
2021-08-13,"
Stir Fried Shanghai Green"
2021-08-13,"
with Garlic"
2021-08-13,"
Stir Fried Egg Plant with"
2021-08-13,"
Sambal Shrimp"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Tomato Sauce Prawn"
2021-08-13,"
Stir Fried Cabbage with Dry Shrimp"
2021-08-13,"
Soya Sauce Chicken with"
2021-08-13,"
Abalone Mushroom"
2021-08-13,"
ABC Soup"
2021-08-13,"
Black Vinegar Pork Trotters"
2021-08-13,"
Stir Fried Broccoli with Mushroom"
2021-08-13,"
Three Shreds Fried Egg"
2021-08-13,"
ABC Soup"
2021-08-13,"
Braised Duck"
2021-08-13,"
Stir Fried Po Chye with"
2021-08-13,"
Silver"
2021-08-13,"
Braised Claypot Seafood Tofu"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
 "
2021-08-13,"
Steam Egg w Chicken"
2021-08-13,"
Mince Meat"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Fish Slices w Fruit Jam"
2021-08-13,"
 "
2021-08-13,"
Steam Egg w Chicken"
2021-08-13,"
Mince Meat"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Dried Bok Choy Soup"
2021-08-13,"
Abalone Mushroom"
2021-08-13,"
ABC Soup"
2021-08-13,"
Black Vinegar Pork Trotters"
2021-08-13,"
Stir Fried Broccoli with Mushroom"
2021-08-13,"
Three Shreds Fried Egg"
2021-08-13,"
ABC Soup"
2021-08-13,"
Braised Duck"
2021-08-13,"
Stir Fried Po Chye with"
2021-08-13,"
Silver"
2021-08-13,"
Braised Claypot Seafood Tofu"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Sesame Oil Chicken Mid Wing"
2021-08-13,"
Stir Fried Chinese Cabbage"
2021-08-13,"
with Shredded Pork"
2021-08-13,"
Onion Sambal Egg"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Stir Fried Shanghai Green"
2021-08-13,"
with Garlic"
2021-08-13,"
Stir Fried Egg Plant with"
2021-08-13,"
Sambal Shrimp"
2021-08-13,"
Watercress Pork Ribs Soup"
2021-08-13,"
Tomato Sauce Prawn"
2021-08-13,"
Stir Fried Cabbage with Dry Shrimp"
2021-08-13,"
Soya Sauce Chicken with"
2021-08-13,"
Abalone Mushroom"
2021-08-13,"
ABC Soup"
2021-08-13,"
Black Vinegar Pork Trotters"
2021-08-13,"
Stir Fried Broccoli with Mushroom"
2021-08-13,"
Three Shreds Fried Egg"
2021-08-13,"
ABC Soup"
2021-08-13,"
Braised Duck"
2021-08-13,"
Stir Fried Po Chye with"
2021-08-13,"
Silver"
2021-08-13,"
Braised Claypot Seafood Tofu"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Sesame Oil Chicken Mid Wing"
2021-08-13,"
Stir Fried Chinese Cabbage"
2021-08-13,"
with Shredded Pork"
2021-08-13,"
Onion Sambal Egg"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Tomato Sauce Prawn"
2021-08-13,"
Stir Fried Cabbage with Dry Shrimp"
2021-08-13,"
Soya Sauce Chicken with"
2021-08-13,"
Abalone Mushroom"
2021-08-13,"
ABC Soup"
2021-08-13,"
Black Vinegar Pork Trotters"
2021-08-13,"
Stir Fried Broccoli with Mushroom"
2021-08-13,"
Three Shreds Fried Egg"
2021-08-13,"
ABC Soup"
2021-08-13,"
Braised Duck"
2021-08-13,"
Stir Fried Po Chye with"
2021-08-13,"
Silver"
2021-08-13,"
Braised Claypot Seafood Tofu"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
Sesame Oil Chicken Mid Wing"
2021-08-13,"
Stir Fried Chinese Cabbage"
2021-08-13,"
with Shredded Pork"
2021-08-13,"
Onion Sambal Egg"
2021-08-13,"
Liuwei Chicken Soup"
2021-08-13,"
"
2021-08-13,"
Braised Drumlet & Egg"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Old Cucumber Soup"
2021-08-13,"
"
2021-08-13,"
Salt & Pepper Pork Ribs"
2021-08-13,"
"
2021-08-13,"
Sambal Fish Balls"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Herbal Soup"
2021-08-13,"
"
2021-08-13,"
Fried Chicken w Thai"
2021-08-13,"
Sauce"
2021-08-13,"
"
2021-08-13,"
Celery w/ fish cake"
2021-08-13,"
"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
2021-08-13,"
Peanut Soup"
2021-08-13,"
"
2021-08-13,"
Black Pepper Prawns"
2021-08-13,"
"
2021-08-13,"
Potatoes w Chicken"
2021-08-13,"
 "
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
Fried Seasonal Vegetables"
2021-08-13,"
"
